Country,Year,Budget Deficit/Surplus,Capital Expenditure,Consumer Price Index (CPI),Defence Expenditure,Education Expenditure,Expenditure,Exports,Food Inflation,Food Inflation YoY,GDP Growth Rate,GDP per Capita,GDP per capita,Government Debt,Health Expenditure,Imports,Inflation Rate,Interest Rate,Labour Force,Nominal GDP,Population,Real GDP,Revenue,Tax Revenue,Unemployment Rate,Value Added Tax (VAT)
Ghana,2020,-2594.2,,111.6,,,7195.8,1437.07,7.8,,6.33,2272.46,,41555.7,,1128.18,7.8,16,,96590.19,30816511,43742.77,4800.9,1912.1,,
Ghana,2021,-1992.5,,122.7,,,6747.6,1355.33,12.8,,5.27,2579.28,,53786.86,,1135.44,9.9,14.5,,109446.5,30832019,45450.04,4936.1,1819.5,,
Ghana,2022,-5013.4,,139.7,,,10229.2,1218.52,13.7,,4.15,2368.9,,60160.8,,1135.17,13.9,14.5,,134907.6,31350393,46936.7,5215.77,1511.7,,
Ghana,2023,-3333.4,,165.6,,,11852.37,1506.44,61,,4.34,2569.5,,52186.88,,984.06,53.6,28,,212506.8,31350393,48419.4,8518.98,3194.54,,
Ghana,2024,-9420.05,,204.55,,,15035.92,1364.99,27.1,,4.34,2513.11,,52829.32,,1375.47,23.52,29,,272002,33010000,50620,9979.52,2638.32,,
Ghana,2025,-5428.13,,252.62,,,18894.25,2408.13,28.3,,,,,49133.44,,1410.73,23.48,27,,360013.1,,53825,12987.23,4681.29,,
Ivory Coast,1960,1.5,,,,,24.3,,,,,,,,,,,,,140.7,,,25.8,24.5,,
Ivory Coast,1961,2.3,,,,,28.6,,,,,,,,,,,,,159.3,,,30.9,29.9,,
Ivory Coast,1962,-0.9,,,,,31.8,,,,,,,,,,,,,166.1,,,30.9,29.8,,
Ivory Coast,1963,1.2,,,,,33.6,,,,,,,,,,,,,195.9,,,34.8,33.9,,
Ivory Coast,1964,0.3,,,,,43.8,73186,,,,,,,,,,,,237.1,,,44.1,42.7,,
Ivory Coast,1965,-2.6,,,,,51.5,68418.2,,,,,,,,58343,,,,236.8,,3864.54,48.9,48.9,,
Ivory Coast,1966,-4.7,,,,,58.2,76658.5,,,,,,,,62792,,,,236.8,,4311.88,53.5,50.6,,
Ivory Coast,1967,-6.4,,,,,59.1,80262.6,,,,,,,,65050,,,,257.3,,4509.99,52.7,47.8,,
Ivory Coast,1968,2.2,,,,,71.5,104224.6,,,,,,,,75831,,,,274.4,,5075.85,73.7,69.3,,
Ivory Coast,1969,-8.3,,,,,80.3,,,,,,,,,,,,,325.1,,5560.11,72,69.4,,
Ivory Coast,1970,-13.4,,,,,96.8,130190.4,,,,,,,,107704,,,,364,,6137.15,83.4,83,,
Ivory Coast,1971,-20.4,,8.49,,,110.8,126558.5,,,,,,,,110838,,,,414,,6717.57,90.4,89.9,,
Ivory Coast,1972,-6.3,,8.52,,,108.5,139540.7,,,,,,,,114317,,,,439.3,,7002.03,102.2,102.2,,
Ivory Coast,1973,-6.6,,9.47,,,125.3,190856.3,,,,,,,,157522,,,,471.6,,7417.88,118.7,117.7,,
Ivory Coast,1974,-1.1,,11.12,,,156.6,291770.5,,,,,,,,232286,,,,559.1,,7738.91,155.5,139.6,,
Ivory Coast,1975,-18.2,,12.38,,,231.3,254571.7,,,,,,,,241393,,,,566.2,,8377.58,213.1,168.3,,
Ivory Coast,1976,-41.1,,13.86,,,362.7,392501,,,,,,,,311607,,,,739,,9459.53,321.6,236.7,,
Ivory Coast,1977,20.2,,17.68,,,568.4,529211.7,,,,,,,,429566,,,,834.5,,10151.71,588.6,317.8,,
Ivory Coast,1978,-148.7,,19.96,,,755.7,524382.2,,,,,,,,522502,,,,939.9,,11259.05,607,370.6,,
Ivory Coast,1979,-202,,23.29,,,843,534846.9,,,,,,,,528850,,,,1539.2,,11528.61,641,406.1,,
Ivory Coast,1980,-272,,26.7,,,890,663919,,,,,,,,631899,,,,1782.8,,10265.49,618,459.7,,
Ivory Coast,1981,-260,,29.05,,,891,689298,,,,,,,,653321,,,,1944.9,,10624.78,631,525.4,,
Ivory Coast,1982,-331.1,,31.19,,,1003.1,747452,,,,,,,,718593,,,,2149.9,,10646.12,672,546.3,,
Ivory Coast,1983,-262,,33.04,,,1025,796774,,,,,,,,704249,,,,2291.4,,10230.95,763,548.2,,
Ivory Coast,1984,-29,,34.45,,,925,1184347,,,,,,,,658569,,,,2486.6,,9954.62,896,587,,
Ivory Coast,1985,90,,35.08,,,1006,1318100,,,,,,,,773000,,,,3135,,10402.64,1096,621,,
Ivory Coast,1986,-95.5,,37.49,,,1035,1160400,,,,,,,,709000,,,,3172,,10741.61,939.5,660.2,,
Ivory Coast,1987,-257,,40.07,,,1051.2,929100,,,,,,,,673900,,,,3031.8,,10710.12,794.2,670.4,,
Ivory Coast,1988,-447.1,,42.85,,,1236.3,826500,,,,,,,,619900,,,,3054.5,,10822.21,789.2,624,,
Ivory Coast,1989,-517.9,,43.29,,,1197.5,895700,,,,,,,,673400,,,,3109.5,,11146.63,679.6,563.2,,
Ivory Coast,1990,-352.2,,42.95,,,983,793012.4,,,-1.6,,,,,571103.3,,,,3725.61,11910540,11023.7,630.8,516.1,,
Ivory Coast,1991,-384.3,,43.69,,,973.8,763073.9,,,0,,,,,593373.7,,,,4089.15,12369269,11023.7,589.5,499.9,,
Ivory Coast,1992,-344.8,,45.43,,,942.3,801362.7,,,-0.1,,,,,615149.1,,,,4076.32,12838314,11013.98,597.5,499.8,,
Ivory Coast,1993,-350.9,,46.65,,,883.9,713229,,,-0.4,,,,,570473.3,,,,4073.26,13316448,10968.86,533,435.3,,
Ivory Coast,1994,-289.4,,58.77,,,1166,1522420,,,2.1,,,,,1056147,,,,5883.59,13802285,11199.08,876.6,678.5,,
Ivory Coast,1995,-184.3,,67.18,,,1322.6,1819297,,,7.1,,,,,1469768,,,,7558.21,14299727,11994.34,1138.3,897.4,,
Ivory Coast,1996,-112.6,,68.43,,,1385.1,2188326,,,6.9,,,,,1443422,,,,8584.26,14810946,12821.84,1272.5,1040.7,,
Ivory Coast,1997,-122.4,,63.6,,,1494.5,2495623,,,5.7,,,,,1608649,,,,9457.93,15335453,13555.62,1372.1,1112.8,,
Ivory Coast,1998,-118.3,,66.5,,,1557.4,2592600,,,4.9,,,,,1764600,5.12,,,10285.48,15858990,14224.03,1439.1,1142.1,,
Ivory Coast,1999,-185.1,,66.5,,,1521.6,2758513,,,1.6,,,,,1777816,1.87,,,10533.97,16345894,14454.08,1336.5,1149.1,,
Ivory Coast,2000,-89.6,,68.7,,,1360.2,2534366,,,-2.1,,,,,1771560,0.55,,,10547.73,16799670,14155.12,1270.6,1077.5,,
Ivory Coast,2001,69.7,,71.7,,,1306.9,2669423,,,0.1,,,,,1867237,5.03,,,11341.65,17245468,14172.3,1376.6,1168.4,,
Ivory Coast,2002,-122.1,,73.9,,,1591.6,3456184,,,-1.7,,,,,1816340,4.43,,,11896.02,17683897,13935.97,1469.5,1259.3,,
Ivory Coast,2003,-209.8,,76.3,,,1611,3189550,,,-1.4,,,,,2048404,3.23,,,12297.64,18116451,13746.52,1401.2,1189.9,,
Ivory Coast,2004,-150.9,,77.4,,,1665,3655377,,,1.2,,,,,2486800,0.29,,,12089.31,18544903,13915.81,1514.1,1241.4,,
Ivory Coast,2005,-147.7,,80.4,,,1713.7,3809246.3,,,1.7,,,,,3353872.6,4.86,,,12456.78,18970215,14155.33,1566,1251.2,,
Ivory Coast,2006,-126.5,,82.4,,,1742,4206857.1,,,1.5,,,,,3325441.2,1.98,,,12866.77,19394057,14369.92,1615.5,1364,,
Ivory Coast,2007,-78.2,,84,,,1949.4,3865586.9,,,1.8,,,,,3705459.2,2.53,,,13477.74,19817700,14623.52,1871.2,1468.1,,
Ivory Coast,2008,-41.1,,89.3,,,2201.2,4409963.6,,,2.5,,,,,3793000.5,6.71,,,14994.95,20244449,14995.38,2160.1,1626.4,,
Ivory Coast,2009,98.2,,89.8,,,2375.7,5077175.4,,,3.3,,,,,3593018.6,1.58,,,15845.23,20677762,15482.95,2473.9,1888.7,,
Ivory Coast,2010,-216.1,,89.9,,,2498.8,5539717.6,,,2,,,,,4412291.5,-0.26,,,17035.94,21120042,15795.04,2282.7,1928.5,,
Ivory Coast,2011,-485.5,,95.8,,,2211.4,5797514.6,,,-4.2,,,,,3595631.8,4.55,7.52,,16743.15,21562914,15132.22,1725.9,1493.1,,
Ivory Coast,2012,-432.5,,97,,,3054,6041005.8,,,10.1,,,,,5506532.2,2.3,7.86,,18907.19,22010712,16660.36,2621.5,2213,,
Ivory Coast,2013,-346.1,,99.6,,,3385.6,7157155.8,,,9.3,,,,,6537302.2,3.41,8.43,,21351.39,22469268,18204.54,3039.5,2408.6,,
Ivory Coast,2014,-376.3,,100,,,3669.6,6752676.3,,,8.8,,,,,7549,0.09,5.73,,24137.13,22995555,19804.55,3293.3,2573.3,,
Ivory Coast,2015,-553.2,,101.2,,,4470,7741831.8,,,8.8,,,,,7156.7,1.52,6.4,,27086.37,23596741,21555.73,3916.8,2954.9,,
Ivory Coast,2016,-838.5,,102,,,5015.1,6446574.5,,,7.2,,,,,4958645.6,0.29,5.93,,28686.71,24213622,23101.87,4176.6,3352.6,,
Ivory Coast,2017,-998.4,,102.38,,,5521.8,6882163.2,,,7.4,,,,,5185887.6,0.49,6.26,,30491.65,24848016,24813.9,4523.4,3458.1,,
Ivory Coast,2018,-944.3,,103.01,,,5708.4,6563596.6,,,4.8,,,,,5913143.4,0.57,6.09,,32506.1,25493988,26015.67,4764.1,3651.1,,
Ivory Coast,2019,-785.4,,103.85,,,5943.8,7325218.6,,,6.7,,,,,5996689.2,0.77,6.29,,35379,26147551,27764.28,5158.4,3972.3,,
Ivory Coast,2020,-1965.8,,106.35,,,7255.1,7155856.5,,,0.7,,,,,6040347.1,2,6.59,,36277.95,26811790,27958.56,5289.3,4149.2,,
Ivory Coast,2021,-1961.9,,110.8,,,8102.1,8363019,,,7.1,,,,,7627993.1,2.3,5.65,,40366.86,27478249,29933.36,6140.2,5096,,
Ivory Coast,2022,-2981.8,,116.5,,,9666.2,9988614.4,,,6.2,,,,,10708714.4,5.6,5.64,,43771.18,28160542,31794.57,6684.4,5616.7,,
Ivory Coast,2023,-2508.1,,121.65,,,10279.8,,,,6.5,,,,,,4.8,6.28,,47790.92,28873034,33872.65,7771.7,6508,,
Ivory Coast,2024,-2120.6,,125.86,,,10896.5,,,,6.1,,,,,,3.08,6.31,,52400,,35924.43,8775.9,7533.8,,
Ivory Coast,2025,,,99.2,,,,,,,,,,,,,1.7,6.37,,,,,,,,
Kenya,1999,,,,,,,9006.8,,,,,,,,13452.9,,,,,,,,,,
Kenya,2000,,,,,,,9124.3,,,0,,,,,17197.2,,,,967838,,982855,,,,
Kenya,2001,,13659,,,,123391,13537,,,3.8,,,,,20740.7,,,,1020022,,1020111,107283,90241,,27924
Kenya,2002,,10555,,,,122427,14456.6,,,0.5,,,,,33559.6,,,,1035374,,1025583,107060,90212,,29723
Kenya,2003,,17438,,,,143691,16737.4,,,2.9,,,,,24319.8,,,,1131783,,1055658,114306,96782,,32540
Kenya,2004,,16894,,,,146010,16390.6,,,5.1,,,,,25538.4,,,,1274328,,1109338,130095,108080,,33458
Kenya,2005,,21388,,,,158123,19840.1,,,5.7,,,,,38506,12.3,,,1415823,,1172784,165646,138298,,43434
Kenya,2006,,30397,,,,209791,17178.2,,,6.5,,,,,39630.5,9.4,,,1622565,,1249470,169821,145000,,41172
Kenya,2007,,36409,,,,219726,20877.7,,,6.9,,,,,48294.2,6.1,,,1833511,,1336849,195320,165473,,53015
Kenya,2008,,61951,,,,283616,23753.5,,,1.5,,,,,64341,4.7,,,2107589,,1357262,241522,207445,,66249
Kenya,2009,,62947,,,,301536,27359.8,,,2.7,,,,,66177.2,16.6,8.5,,3275642,,5361462,271194,233418,,74678
Kenya,2010,,91807,,,,374246,30602.6,,,8.1,,,,,71198.9,8.6,7,,3597630,,5793514,304531,259767,,81309
Kenya,2011,,113899.5,,,,434101.5,35457.8,,,5.1,,,,,90527.9,3.9,5.8,,4162514,,6090206,350725,302869,,98612
Kenya,2012,,137335.6,,,,509200.2,42365.1,,,4.6,,,,,101658.5,15.1,18,,4767191,,6368448,362116,332835.3,,100781.7
Kenya,2013,,151162.2,,,,589548.7,47116.3,,,3.8,,,,,130764.5,8.2,9.5,,5311322,,6610312,419576.4,380793.3,,105042.1
Kenya,2014,,124805.6,,,,669839.6,43062.5,,,5,,,,,130116.5,6,8.5,,6003835,,6942157,538800.9,484350.3,,132020.4
Kenya,2015,,196861.2,,,,764835.7,41163,,,5,,,,,127648.5,6.7,8.5,,6884317,,7287024,611056.3,558210.8,,147620
Kenya,2016,,224147.7,,,,888866.6,48023.5,,,4.2,,,,,106483.2,6.8,11.5,,7594064,,7594064,670940.5,609240.3,,163068.7
Kenya,2017,,333425.7,,,,1082905.3,48834,,,3.8,,,,,150734.1,6.3,10,,8483396,,7885521,772694.6,686239.7,,190043.7
Kenya,2018,,209851.2,,,,1077038.7,53448.1,,,5.6,,,,,157516.9,7.8,10,,9340307,,8330891,840619,755215.4,,203206.6
Kenya,2019,,328606.7,,,,1291663,53290.3,,,5.1,183969.5,,,,155919.7,4.7,9,17727199,10237727.3,26593769,8756945.6,924807,805372.4,6.2,232443.6
Kenya,2020,,335160.3,,,,1436864.1,53126.2,,,-0.3,178891.9,,,,155430.9,5.3,8.3,18548627,10715070,27308334,8733060.3,1061498.4,874538.9,5.2,245673.5
Kenya,2021,,246798.4,,,,1347104.2,54313.6,,,7.6,188976.3,,,,160717.2,5.7,7,19106156,12027661.5,28028495,9395942.1,937044,779269.8,6.6,215787.1
Kenya,2022,,256755.1,,,,1544540,59550.8,,,4.9,194626.9,,,,194180.1,6.1,7,18908915,13489641.5,28464189,9852582.9,1193501.2,1010496.3,5.5,296291.9
Kenya,2023,,234827.2,,,,1611231.5,72919.3,,,5.6,201841,,,,194552.1,8,8.8,,15108805.9,,10399980.2,1310802.1,1103875.9,,311658.6
Kenya,2024,,235068.2,,,,1815184.4,91675.6,,,5,,,,,244404.6,7.5,12.5,,4044263,,2720702,1500906.6,1215865.8,,374950.3
Kenya,2025,,290101.4,,,,2068187.5,,,,,,,,,,4.2,11.3,,,,,1564875.4,1251417.7,,365346.6
Nigeria,1981,,6.57,,,,,11023.3,,,,,,,,12839.6,,,,139.31,,19748.53,,,,
Nigeria,1982,,6.42,,,,,8206.4,,,-6.8,,,,,10770.5,,,,149.05,,18404.96,,,,
Nigeria,1983,,4.89,,,,,7502.5,,,-10.93,,,,,8903.7,,,,158.75,,16394.39,,,,
Nigeria,1984,,4.1,,,,,9088,,,-1.11,,,,,7178.3,,,,165.85,,16211.49,,,,
Nigeria,1985,,5.46,,,,,11720.8,,,5.91,,,,,7062.6,,,,187.83,,17170.08,,,,
Nigeria,1986,,8.53,,,,,8920.6,,,0.06,,,,,5983.6,,,,198.12,,17180.55,,,,
Nigeria,1987,,6.37,,,,,30360.6,,,3.2,,,,,17861.7,,,,244.68,,17730.34,,,,
Nigeria,1988,,8.34,,,,,31192.8,,,7.33,,,,,21445.7,,,,315.62,,19030.69,,,,
Nigeria,1989,,15.03,,,,,57971.2,,,1.92,,,,,30860.2,,,,414.86,,19395.96,,,,
Nigeria,1990,,24.05,,,,,109886.1,,,11.78,,,,,45717.9,,,,494.64,,21680.2,,,,
Nigeria,1991,,28.34,,,,,121535.4,,,0.36,,,,,89488.2,,,,590.06,,21757.9,,,,
Nigeria,1992,,39.76,,,,,205611.7,,,4.63,,,,,143151.2,,,,906.03,,22765.55,,,,
Nigeria,1993,,54.5,,,,,218770.1,,,-2.04,,,,,165629.4,,,,1257.17,,22302.24,,,,
Nigeria,1994,,70.92,,,,,206059.2,,,-1.82,,,,,162788.8,,,,1768.79,,21897.47,,,,
Nigeria,1995,,121.14,,,,,950661.4,,,-0.08,,,,,755127.7,,,,3100.24,,21881.56,,,,
Nigeria,1996,,212.93,,,,,1309543.4,,,4.19,,,,,562626.6,,,,4086.07,,22799.69,,,,
Nigeria,1997,,269.65,,,,,1241662.7,,,2.93,,,,,845716.6,,,,4418.71,,23469.34,,,,
Nigeria,1998,,309.02,,,,,751856.7,,,2.58,,,,,837418.7,,,,4805.16,,24075.15,,,,
Nigeria,1999,,498.03,,,,,1188969.8,,,0.58,,,,,862515.7,,,,5482.35,,24215.78,,,,
Nigeria,2000,,239.45,,43.4,,,1945723.3,,,5.01,,,,15.22,985022.39,,,,7062.75,,25430.42,,,,
Nigeria,2001,,438.7,,47.07,,,1867953.85,,,5.92,,,,24.52,1358180.33,,,,8234.49,,26935.32,,,,
Nigeria,2002,,321.38,,69.13,,,1744177.68,,,15.33,,,,40.62,1512695.33,,,,11501.45,,31064.27,,,,
Nigeria,2003,,241.69,,51.06,,,3087886.39,,,7.35,,,,33.27,2080235.27,,,,13556.97,,33346.62,,,,
Nigeria,2004,,351.3,,76.3,,,4602781.54,,,9.25,,,,34.2,1987045.27,,,,18124.06,,36431.37,,,,
Nigeria,2005,,519.5,,71.7,,,7246534.8,,,6.44,,,,55.7,2800856.33,,,,23121.88,,38777.01,,,,
Nigeria,2006,,552.4,,84.2,,,7324680.63,,,6.06,,,,62.25,3108519.32,,,,30375.18,140431790,41126.68,,,,
Nigeria,2007,,759.32,,72.1,,,8309758.32,,,6.59,,,,81.91,3911952.63,,10,,34675.94,145325769,43837.39,,,,
Nigeria,2008,,960.89,,95.85,,,10387693.62,,,6.76,,,,98.22,5593180.45,,9.5,,39954.21,149933510,46802.76,,,,
Nigeria,2009,,1152.8,90.2,54.84,,,8606319.72,18.4,,8.04,,,,90.2,5480656.12,14,9.8,,43461.46,154642926,50564.26,,,,
Nigeria,2010,-607540.41,883.87,103.1,198.71,,3996445.81,12011475.87,15.9,,9.13,,,,99.1,8163974.57,14.4,6,,55469.35,159500688,55469.35,3388905.4,,,
Nigeria,2011,-816986.7,918.55,115.6,283.2,,4193968.2,15236665.99,10.3,,5.31,,,,231.8,10995863.63,12.1,6.5,,63713.36,164272861,58180.35,3376981.5,,,
Nigeria,2012,-949230,874.7,130.2,296.8,,4105237.6,15139326.13,13.1,,4.21,,,,197.9,9766556.74,12.6,12,,72599.63,169087829,60670.05,3156007.6,,,
Nigeria,2013,-1153490.2,1108.39,141.9,272.3,,4515685.2,15262013.61,10.1,,5.49,,,,180,9439424.71,9,12,,81009.96,173876409,63942.85,3362195,,,119510.26
Nigeria,2014,-835644,783.12,153.3,274.53,,4123415,12962026.84,9.3,,6.22,,,,195.98,10538914.51,8,12,71641170.88,90136.98,178605318,67977.46,3287771,,7.83,127048.64
Nigeria,2015,-1557800,818.37,165.8,330.59,,4767365,8845158.81,9.2,,2.79,,,,257.7,11076068.34,8.2,13,73436104.38,95177.74,183376728,69780.69,3209565,,7.54,759432.7
Nigeria,2016,-2140043.35,653.61,181.7,380.17,,5320416,8835611.91,10.6,,-1.58,,,,200.82,9480366.87,9.6,11,78486570,102575.42,193392517,68652.43,3180372.65,,12.09,777504.7
Nigeria,2017,-5101243.34,1242.3,215.7,361.92,,8720168,13988143.19,17.8,,0.83,,,19159809.16,245.19,10804845.85,18.7,14,82592121.22,114899.25,199681159,69205.69,3618924.66,,14.44,972348.41
Nigeria,2018,-3584739,1682.1,248.4,442.15,,7538027,18707327.43,18.9,,1.93,,,22707203.79,296.44,13445112.75,15.1,14,88206724.24,129086.91,196042933,70536.35,3953288,,21.83,1108040.57
Nigeria,2019,-4915356,2289,276.6,588.78,,9454440,19910533.8,13.5,,2.27,,,24947081.08,388.23,20449968.39,11.4,14,,145639.14,201135262,72094.09,4539084,,,1184580.58
Nigeria,2020,-6171796,1614.89,310.2,642.06,,9953600,12613592.7,14.8,,-1.92,,,28628493.63,423.36,20519192.15,12.1,13.5,,154252.32,206283338,70800.54,3781804,,,1531170.81
Nigeria,2021,-6910166,2522.47,361.2,612.53,,11698615,19204170.87,20.6,,3.4,,,33107247.23,386.24,22954835.52,16.5,11.5,,176075.5,211493324,73382.77,4788449,,,496390.01
Nigeria,2022,-9330372,3133.82,417.6,693.85,,14634244,27251572.39,17.1,,3.1,,,41604057.45,437.52,27115108.58,15.6,11.5,,202365.02,216783381,75768.95,5303872,,,697378.91
Nigeria,2023,-13501819,4486.21,508.7,743.2,,19500079,36247788.33,24.3,,2.74,,,49853685.26,468.64,32642666.15,21.8,17.5,,234425.91,,77936.1,5998260,,,3639316.85
Nigeria,2024,-961579,0,660.8,,,1411236,19167359.19,35.4,,3.4,,,121670881.49,,13970054.03,29.9,18.8,,277493.78,,80606.53,449657,,,1430919.37
Nigeria,2025,,,110.7,,,,6791847.35,26.1,,,,,,,5493728.48,24.5,27.5,,,,,,,,
Rwanda,1990,,12.65,,,,43.87,,,,,,,,,,,,,,,,21,18.2,,
Rwanda,1991,,16.79,,,,54.41,,,,,,,,,,,,,,,,24.5,21.3,,
Rwanda,1992,,20.06,,,,66.48,,,,,,,,,,,,,,,,27,23.6,,
Rwanda,1993,,21.64,,,,68.25,,,,,,,,,,,,,,,,25.4,23.4,,
Rwanda,1994,,4.41,,,,26.59,,,,,,,,,,,,,,,,5.9,5.9,,
Rwanda,1995,,27.3,,,,69.39,,,,,,,,,,,,,,,,23,21.6,,
Rwanda,1996,,39.54,,,,95.29,,,,,,,,,,,,,,,,39.1,35.9,,
Rwanda,1997,,46.19,,,,109.61,,,,,,,,,,,,,,,,57.7,54.6,,
Rwanda,1998,,42.25,,,,117.43,,,,,,,,,,,,,,,,65.5,62.1,,
Rwanda,1999,,74.01,,,,161.6,,,,,,,,,,,,,720,7500000,2066,65.2,61.5,,
Rwanda,2000,,58.81,,,,147.47,,,,8.4,,,,,,,,,806,7700000,2239,67.9,64.7,,
Rwanda,2001,,57.31,,,,166.69,,,,8.5,,,,,,,,,871,7900000,2429,85.6,78.9,,
Rwanda,2002,,57.95,,,,191.81,,,,13.2,,,,,,,,,935,8100000,2750,100.4,93.8,,
Rwanda,2003,,50.99,,,,214.97,,,,2.2,,,,,,,,,1150,8300000,2810,121.7,114,,
Rwanda,2004,,81.45,,,,266.84,,,,7.4,,,,,,,,,1372,8600000,3020,146.3,133.9,,
Rwanda,2005,,110.55,,,,332.86,,,,9.4,,,,,,11.6,,,1637,8800000,3303,179.6,161.8,,
Rwanda,2006,,126.14,,,,386.57,,,,9.2,,,,,,5.2,9,,1832,9000000,3607,207.4,192.8,,
Rwanda,2007,,186.18,,,,490.74,,,,7.6,,,,,,12.6,9,,2226,9200000,3883,256.9,241.8,,
Rwanda,2008,,267.76,,,,649.74,,,,11.2,,,,,,6.5,9,,2833,9500000,4316,379.9,327.6,,
Rwanda,2009,,295.23,,,,754.29,,,,6.2,,,,,,20.4,9,,3225,9700000,4586,380.6,364,,
Rwanda,2010,,350.1,84.9,,,879.37,,,,7.3,,,694.38,,,4.5,7.5,,3572,10000000,4922,430.9,412.8,,
Rwanda,2011,,447.94,80.3,,,998.13,,,,8,,,854.65,,,1.1,6,,4133,10200000,5314,541.6,505,,
Rwanda,2012,,513.9,86.9,,,1174.55,,,,8.6,,,980.71,,,7.8,7,,4702,10500000,5773,697.9,645.8,,
Rwanda,2013,,649.45,95.3,,,1455.38,,,,4.7,,,1393.37,,,5.7,7.5,,5057,10700000,6046,799.2,707,,
Rwanda,2014,,718.17,98.8,,,1653.87,92.2,,,6.2,,,1677.36,,520.84,2.4,7,,5623,11000000,6418,903,810.3,,
Rwanda,2015,,776.1,99.1,,,1749.6,100.6,,,8.9,,,2118.04,,432.61,1.5,6.5,,6150,11300000,6987,1082.8,928.1,,
Rwanda,2016,,701.3,105.7,,,1813.7,92.1,,,6,,,3056.92,,666.43,4.5,6.5,,6845,11500000,7404,1225.8,1044.6,,
